Geography,Sex (3),Detailed Mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Ontario (35)  20000,  Female,      Armenian,6185,4205,30,1435,515
Ontario (35)  20000,  Female,      Yiddish,4215,3600,0,445,180
Ontario (35)  20000,  Female,      Urdu,30555,26840,0,1245,2465
Ontario (35)  20000,  Female,      Inuktitut (Eskimo),95,70,0,25,0
Ontario (35)  20000,  Female,      Romanian,14650,9590,125,4075,865
Ontario (35)  20000,  Female,      Ojibway,5045,4695,0,40,320
Ontario (35)  20000,  Female,      Danish,3060,2880,0,175,0
Ontario (35)  20000,  Female,      Slovak,5560,5035,0,430,105
Ontario (35)  20000,  Female,      Macedonian,8315,7445,0,255,615
Ontario (35)  20000,  Female,      Khmer (Cambodian),2665,2160,15,95,385
Ontario (35)  20000,  Female,      Norwegian,655,535,0,115,0
Ontario (35)  20000,  Female,      Hebrew,3675,3080,0,560,35
Ontario (35)  20000,  Female,      Estonian,3900,3460,0,420,25
Ontario (35)  20000,  Female,      Swedish,1545,1245,0,290,10
Ontario (35)  20000,  Female,      Lao,2515,2065,20,135,305
Ontario (35)  20000,  Female,      Lithuanian,3800,3360,0,350,90
Ontario (35)  20000,  Female,      Serbian,15450,12750,35,1310,1350
Ontario (35)  20000,  Female,      Latvian (Lettish),3680,3180,0,460,35
Ontario (35)  20000,  Female,      Slovenian,4850,4410,10,370,75
Ontario (35)  20000,  Female,      Turkish,4665,3720,20,340,590
Ontario (35)  20000,  Female,      Bengali,9350,8255,0,515,580
Ontario (35)  20000,  Female,      Maltese,3315,3165,0,100,55
Ontario (35)  20000,  Female,      Flemish,1980,1675,0,305,0
Ontario (35)  20000,  Female,      Montagnais-Naskapi,0,0,0,0,0
Ontario (35)  20000,  Female,      Bulgarian,2885,2275,10,470,130
Ontario (35)  20000,  Female,      Micmac,35,30,0,10,0
Ontario (35)  20000,  Female,      Gaelic languages,410,370,0,25,10
Ontario (35)  20000,  Female,      South Slave,0,0,0,0,0
Ontario (35)  20000,  Female,      Chipewyan,10,10,0,0,0
Ontario (35)  20000,  Female,      Dogrib,0,0,0,0,0
Ontario (35)  20000,  Female,      Kutchin-Gwich'in (Loucheux),0,0,0,0,0
Ontario (35)  20000,  Female,      Tlingit,0,0,0,0,0
Ontario (35)  20000,  Female,      Serbo-Croatian,7335,5990,40,630,675
Ontario (35)  20000,  Female,      Dakota/Sioux,10,0,0,10,0
Ontario (35)  20000,  Female,      Malay-Bahasa,1800,1640,0,40,120
Ontario (35)  20000,  Female,      Blackfoot,0,0,0,0,0
Ontario (35)  20000,  Female,      Malayalam,2480,2245,0,80,150
Ontario (35)  20000,  Female,      Thai,870,815,0,35,10
Ontario (35)  20000,  Female,      Kurdish,1460,1265,0,35,160
Ontario (35)  20000,  Female,      Pashto,1775,1435,0,45,300
Ontario (35)  20000,  Female,      Other languages,64185,54920,610,4315,4340
Ontario (35)  20000,  Female,  Multiple responses,83560,56875,460,25360,870
Ontario (35)  20000,  Female,    English and French,19975,2970,140,16850,20
Ontario (35)  20000,  Female,    English and non-official language,57730,51880,25,5105,715
Ontario (35)  20000,  Female,    French and non-official language,4270,1545,290,2300,130
Ontario (35)  20000,  Female,"    English, French and non-official language",1595,485,0,1095,0
