Geography,Sex (3),Detailed mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Ontario (35)   20010,  Male,      Norwegian,560,465,0,85,0
Ontario (35)   20010,  Male,      Swedish,1225,1090,0,135,10
Ontario (35)   20010,  Male,      Yiddish,2915,2400,0,435,80
Ontario (35)   20010,  Male,      Bosnian,3360,2865,10,240,240
Ontario (35)   20010,  Male,      Bulgarian,4230,3605,0,505,120
Ontario (35)   20010,  Male,      Croatian,18565,17305,10,870,375
Ontario (35)   20010,  Male,      Czech,5680,5030,15,595,40
Ontario (35)   20010,  Male,      Macedonian,8700,8050,0,280,365
Ontario (35)   20010,  Male,      Polish,65505,58885,40,4565,2010
Ontario (35)   20010,  Male,      Russian,36915,32105,50,2430,2330
Ontario (35)   20010,  Male,      Serbian,19595,17320,20,1330,925
Ontario (35)   20010,  Male,      Serbo-Croatian,2885,2450,0,270,160
Ontario (35)   20010,  Male,      Slovak,4890,4455,0,310,115
Ontario (35)   20010,  Male,      Slovenian,4245,3900,0,300,40
Ontario (35)   20010,  Male,      Ukrainian,21510,19440,0,1490,580
Ontario (35)   20010,  Male,      Latvian,2275,2055,0,210,15
Ontario (35)   20010,  Male,      Lithuanian,2690,2380,0,245,55
Ontario (35)   20010,  Male,      Estonian,2635,2355,0,275,10
Ontario (35)   20010,  Male,      Finnish,5615,5290,0,270,50
Ontario (35)   20010,  Male,      Hungarian,20830,18850,0,1580,400
Ontario (35)   20010,  Male,      Greek,31110,28045,10,1830,1225
Ontario (35)   20010,  Male,      Armenian,6515,4775,0,1425,315
Ontario (35)   20010,  Male,      Turkish,7750,6870,0,525,355
Ontario (35)   20010,  Male,      Amharic,3850,3550,0,210,90
Ontario (35)   20010,  Male,      Arabic,59820,47530,205,9570,2520
Ontario (35)   20010,  Male,      Hebrew,5665,5050,25,475,110
Ontario (35)   20010,  Male,      Maltese,3105,3045,0,55,0
Ontario (35)   20010,  Male,      Somali,9670,8175,95,995,405
Ontario (35)   20010,  Male,      Tigrigna,2245,2090,0,110,45
Ontario (35)   20010,  Male,      Bengali,15710,14475,10,790,435
Ontario (35)   20010,  Male,      Gujarati,30235,27415,15,940,1865
Ontario (35)   20010,  Male,      Hindi,20625,19365,0,785,475
Ontario (35)   20010,  Male,      Kurdish,2320,2050,10,85,175
Ontario (35)   20010,  Male,      Panjabi (Punjabi),78370,68450,20,2175,7720
Ontario (35)   20010,  Male,      Pashto,3285,3010,0,85,185
Ontario (35)   20010,  Male,      Persian (Farsi),40895,35965,65,2400,2455
Ontario (35)   20010,  Male,      Sindhi,2895,2625,0,200,65
Ontario (35)   20010,  Male,      Sinhala (Sinhalese),3520,3350,0,110,60
Ontario (35)   20010,  Male,      Urdu,59380,55105,0,1500,2775
Ontario (35)   20010,  Male,      Malayalam,4355,4120,0,125,110
Ontario (35)   20010,  Male,      Tamil,49325,44975,15,1430,2905
Ontario (35)   20010,  Male,      Telugu,2665,2485,0,105,80
Ontario (35)   20010,  Male,      Japanese,4545,4065,0,185,290
Ontario (35)   20010,  Male,      Korean,28540,25450,20,900,2170
Ontario (35)   20010,  Male,      Cantonese,86190,69330,50,2800,14005
Ontario (35)   20010,  Male,"      Chinese, n.o.s.",102445,84025,70,3225,15125
Ontario (35)   20010,  Male,      Mandarin,35920,29730,0,1045,5140
Ontario (35)   20010,  Male,      Taiwanese,1135,960,0,55,115
Ontario (35)   20010,  Male,      Lao,2835,2515,0,160,160
Ontario (35)   20010,  Male,      Khmer (Cambodian),3310,2845,15,205,240
Ontario (35)   20010,  Male,      Vietnamese,31920,26715,140,1680,3385
Ontario (35)   20010,  Male,      Bisayan languages,2140,2105,0,20,15
Ontario (35)   20010,  Male,      Ilocano,2425,2350,0,30,40
Ontario (35)   20010,  Male,      Malay,2175,2055,0,95,25
Ontario (35)   20010,  Male,"      Tagalog (Pilipino, Filipino)",46930,45610,10,845,470
Ontario (35)   20010,  Male,      Akan (Twi),4835,4550,0,235,55
Ontario (35)   20010,  Male,      Swahili,2045,1690,35,295,30
Ontario (35)   20010,  Male,      Creoles,2770,865,255,1625,25
Ontario (35)   20010,  Male,      Other languages,42010,35780,300,3590,2340
Ontario (35)   20010,  Male,  Multiple responses,85075,63550,350,20540,635
Ontario (35)   20010,  Male,    English and French,14820,2450,80,12285,0
Ontario (35)   20010,  Male,    English and non-official language,64915,59720,35,4600,555
Ontario (35)   20010,  Male,    French and non-official language,3720,1105,215,2340,65
Ontario (35)   20010,  Male,"    English, French and non-official language",1620,275,15,1315,15
Ontario (35)   20010,  Female,Total - Detailed mother tongue,6151020,5204755,27750,756045,162470
Ontario (35)   20010,  Female,  Single responses,6060770,5140310,27310,731355,161790
Ontario (35)   20010,  Female,    English,4185945,3792520,120,391780,1535
Ontario (35)   20010,  Female,    French,258115,7345,23875,226835,50
Ontario (35)   20010,  Female,    Non-official languages,1616705,1340445,3315,112735,160205
Ontario (35)   20010,  Female,      Algonquin,10,0,0,10,0
Ontario (35)   20010,  Female,      Atikamekw,0,0,0,0,0
Ontario (35)   20010,  Female,      Blackfoot,0,0,0,0,0
Ontario (35)   20010,  Female,      Carrier,0,0,0,0,0
Ontario (35)   20010,  Female,      Chilcotin,0,0,0,0,0
Ontario (35)   20010,  Female,      Chipewyan,10,10,0,0,0
Ontario (35)   20010,  Female,      Cree,1865,1695,0,60,105
Ontario (35)   20010,  Female,      Siouan languages (Dakota/Sioux),25,15,0,0,0
Ontario (35)   20010,  Female,      Dene,0,0,0,0,0
Ontario (35)   20010,  Female,      Dogrib,0,0,0,0,0
Ontario (35)   20010,  Female,      Gitksan,0,0,0,0,0
Ontario (35)   20010,  Female,      Inuinnaqtun,0,0,0,0,0
Ontario (35)   20010,  Female,"      Inuktitut, n.i.e.",240,195,0,15,25
Ontario (35)   20010,  Female,      Kutchin-Gwich'in (Loucheux),0,0,0,0,0
Ontario (35)   20010,  Female,      Malecite,0,0,0,0,0
Ontario (35)   20010,  Female,      Mi'kmaq,55,35,0,15,0
Ontario (35)   20010,  Female,      Mohawk,70,60,0,0,0
Ontario (35)   20010,  Female,      Montagnais-Naskapi,10,10,0,0,0
Ontario (35)   20010,  Female,      Nisga'a,10,0,0,0,0
Ontario (35)   20010,  Female,      North Slave (Hare),0,0,0,0,0
Ontario (35)   20010,  Female,      Ojibway,6370,6075,10,65,220
Ontario (35)   20010,  Female,      Oji-Cree,3180,2850,0,15,315
Ontario (35)   20010,  Female,      Shuswap,0,0,0,0,0
Ontario (35)   20010,  Female,      South Slave,0,0,0,0,0
Ontario (35)   20010,  Female,      Tlingit,0,0,0,0,0
Ontario (35)   20010,  Female,      Italian,141235,113785,165,12515,14765
Ontario (35)   20010,  Female,      Portuguese,79750,63090,205,5375,11090
Ontario (35)   20010,  Female,      Romanian,20175,13725,90,5080,1285
Ontario (35)   20010,  Female,      Spanish,82900,67120,275,8265,7240
Ontario (35)   20010,  Female,      Danish,3035,2845,0,185,0
Ontario (35)   20010,  Female,      Dutch,34885,32260,15,2455,155
Ontario (35)   20010,  Female,      Flemish,1815,1420,0,385,10
Ontario (35)   20010,  Female,      Frisian,725,680,0,40,10
Ontario (35)   20010,  Female,      German,83630,74395,45,6850,2340
Ontario (35)   20010,  Female,      Norwegian,515,435,0,80,0
Ontario (35)   20010,  Female,      Swedish,1460,1200,0,260,0
Ontario (35)   20010,  Female,      Yiddish,3810,3250,0,400,160
Ontario (35)   20010,  Female,      Bosnian,3270,2690,15,290,270
Ontario (35)   20010,  Female,      Bulgarian,4365,3485,10,670,205
Ontario (35)   20010,  Female,      Croatian,19070,17035,10,1305,715
Ontario (35)   20010,  Female,      Czech,6385,5555,20,740,65
Ontario (35)   20010,  Female,      Macedonian,8920,7930,0,405,585
Ontario (35)   20010,  Female,      Polish,75385,65465,45,6225,3650
Ontario (35)   20010,  Female,      Russian,41850,34950,40,3370,3485
Ontario (35)   20010,  Female,      Serbian,19165,16065,45,1595,1455
Ontario (35)   20010,  Female,      Serbo-Croatian,3045,2400,0,385,255
Ontario (35)   20010,  Female,      Slovak,5745,5185,0,415,150
Ontario (35)   20010,  Female,      Slovenian,4860,4390,0,395,75
Ontario (35)   20010,  Female,      Ukrainian,26795,23555,15,2160,1065
Ontario (35)   20010,  Female,      Latvian,2905,2525,10,350,30
Ontario (35)   20010,  Female,      Lithuanian,3655,3220,0,385,45
Ontario (35)   20010,  Female,      Estonian,3590,3090,10,475,20
Ontario (35)   20010,  Female,      Finnish,8115,7425,15,505,175
Ontario (35)   20010,  Female,      Hungarian,22370,19945,0,1800,620
Ontario (35)   20010,  Female,      Greek,30220,26165,10,2105,1940
Ontario (35)   20010,  Female,      Armenian,6845,4650,0,1695,490
Ontario (35)   20010,  Female,      Turkish,6750,5510,10,505,720
Ontario (35)   20010,  Female,      Amharic,4200,3800,10,235,160
Ontario (35)   20010,  Female,      Arabic,54905,40285,475,9705,4435
Ontario (35)   20010,  Female,      Hebrew,5170,4455,0,625,85
Ontario (35)   20010,  Female,      Maltese,2955,2835,0,95,20
Ontario (35)   20010,  Female,      Somali,11755,9455,155,1155,990
Ontario (35)   20010,  Female,      Tigrigna,2455,2240,0,55,160
Ontario (35)   20010,  Female,      Bengali,14705,13060,25,780,835
Ontario (35)   20010,  Female,      Gujarati,30800,25910,15,1135,3740
Ontario (35)   20010,  Female,      Hindi,20535,18400,0,920,1210
Ontario (35)   20010,  Female,      Kurdish,1910,1510,10,120,260
Ontario (35)   20010,  Female,      Panjabi (Punjabi),74280,57760,20,2700,13795
Ontario (35)   20010,  Female,      Pashto,2840,2365,0,85,390
Ontario (35)   20010,  Female,      Persian (Farsi),38845,32140,40,2685,3980
Ontario (35)   20010,  Female,      Sindhi,3495,2965,0,300,225
Ontario (35)   20010,  Female,      Sinhala (Sinhalese),3505,3325,0,105,75
Ontario (35)   20010,  Female,      Urdu,55435,48905,25,1790,4710
Ontario (35)   20010,  Female,      Malayalam,4230,3945,0,130,150
Ontario (35)   20010,  Female,      Tamil,49580,42410,20,1650,5495
Ontario (35)   20010,  Female,      Telugu,2385,2155,0,110,125
Ontario (35)   20010,  Female,      Japanese,7535,6745,0,330,455
Ontario (35)   20010,  Female,      Korean,31465,26420,25,1280,3735
Ontario (35)   20010,  Female,      Cantonese,95630,70235,45,3945,21410
Ontario (35)   20010,  Female,"      Chinese, n.o.s.",112905,86635,55,4255,21960
Ontario (35)   20010,  Female,      Mandarin,39415,31385,20,1575,6435
Ontario (35)   20010,  Female,      Taiwanese,1405,1100,0,65,235
Ontario (35)   20010,  Female,      Lao,2965,2560,0,105,290
Ontario (35)   20010,  Female,      Khmer (Cambodian),3765,2970,20,165,605
Ontario (35)   20010,  Female,      Vietnamese,35230,27800,130,1570,5730
Ontario (35)   20010,  Female,      Bisayan languages,3325,3230,10,25,60
Ontario (35)   20010,  Female,      Ilocano,3855,3665,0,70,120
Ontario (35)   20010,  Female,      Malay,2585,2505,0,40,40
Ontario (35)   20010,  Female,"      Tagalog (Pilipino, Filipino)",70435,68380,0,1205,845
Ontario (35)   20010,  Female,      Akan (Twi),5500,5180,0,180,140
Ontario (35)   20010,  Female,      Swahili,1830,1415,95,230,85
Ontario (35)   20010,  Female,      Creoles,3830,1135,645,1935,115
Ontario (35)   20010,  Female,      Other languages,41970,34730,410,3500,3330
Ontario (35)   20010,  Female,  Multiple responses,90255,64440,435,24690,685
Ontario (35)   20010,  Female,    English and French,17865,2555,105,15200,10
Ontario (35)   20010,  Female,    English and non-official language,66380,60340,30,5435,575
Ontario (35)   20010,  Female,    French and non-official language,4065,1125,270,2575,85
Ontario (35)   20010,  Female,"    English, French and non-official language",1940,425,25,1475,15
